Group,COMID,Year,HF_Mag_10,HF_Mag_50,HF_Tim,HF_Dur,Peak_2,Peak_Dur_2,Peak_Fre_2,HFA_ROC,HFR_Tim,HFR_Dur,HFR_ROC,SLF_Tim,WLF_Mag_50,WLF_Mag_90,WLF_Dur,SLF_Mag_50,SLF_Mag_90,SLF_Dur
Current,10093066,1951,44,140,174,113,466,6,2,0.175824176,244,43,0.055555556,287,26.5,37,158,28,51.8,94
Current,10093066,1952,47.4,198,181,123,466,42,2,0.17721519,222,82,0.061728395,304,22,26,165,32,40.4,77
Current,10093066,1953,33.8,68,183,119,466,NA,NA,0.125,257,45,0.093333333,302,22,29,167,15.5,24.6,79
Current,10093066,1954,11,37,162,152,466,NA,NA,0.109090909,226,88,0.105263158,314,18,24,146,9.8,15,67
Current,10093066,1955,17.3,61,185,102,466,NA,NA,0.12962963,228,59,0.082758621,287,15,17,169,11,15,94
Current,10093066,1956,24,77,164,129,466,NA,NA,0.139784946,239,54,0.076923077,293,19,28,148,17,26,88
Current,10093066,1957,34.6,102,181,134,466,10,2,0.103448276,249,66,0.065934066,315,18,31,165,26,31,66
Current,10093066,1958,15.2,47.5,176,112,466,NA,NA,0.166666667,236,52,0.077822581,288,22,29,160,6.3,11,93
Current,10093066,1959,14,43.5,159,142,466,NA,NA,0.185615848,249,52,0.102040816,301,13,17,143,14,22,80
Current,10093066,1960,15,52,132,158,466,NA,NA,0.131465517,231,59,0.105263158,290,14,17,116,7.2,9.8,91
Current,10093066,1961,9.86,25,137,134,466,NA,NA,0.181818182,239,32,0.083333333,271,12,18,121,4.5,7.2,110
Current,10093066,1962,18,87,165,151,466,NA,NA,0.164473684,224,92,0.068965517,316,11,20.2,149,14,19.7,65
Current,10093066,1963,12.4,64,180,115,466,NA,NA,0.136363636,261,34,0.090909091,295,15,21,164,14,20,86
Current,10093066,1964,19.6,90,174,133,466,9,1,0.246153846,240,67,0.108108108,307,14.5,16,158,12,17,74
Current,10093066,1965,52.4,190,173,147,466,10,4,0.132124352,247,73,0.04802005,320,23,33.4,157,55,64.2,61
Current,10093066,1966,24.7,77,149,148,466,1,1,0.115384615,225,72,0.056130484,297,31,38,133,13,22,84
Current,10093066,1967,35.5,127.5,191,126,466,13,2,0.084985836,269,48,0.081356867,317,20,42.8,175,28,38.8,64
Current,10093066,1968,40.3,150.5,190,114,466,8,3,0.150051146,252,52,0.075774971,304,25.5,36.7,174,32,62.8,77
